change the timeto pm __eou__  __eout__  got it i am scheduling this for you __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _api_todo_set_ __eoa__  let me know if you need any further assistance have a nice day __eoa__  _ask_feedback_ __eoa__  __eoat__  see then such typos happen __eou__  __eout__  may i know which phone are you using __eoa__  __eoat__  samsung s3 __eou__  __eout__  okay i am checking that __eoa__  __eoat__  hi i have a meeting coming up can you remind me __eou__  this is my _date_ few mins to haptik dont i get the lost all what i want to do or have asked you to or doni have to scroll chat all the time as i have many remiers __eou__  reminders __eou__  list __eou__  do	_image_ __eoa__  _image_
got it i am scheduling this for you __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _api_todo_set_ __eoa__  let me know if you need any further assistance have a nice day __eoa__  _ask_feedback_ __eoa__  __eoat__  see then such typos happen __eou__  __eout__  may i know which phone are you using __eoa__  __eoat__  samsung s3 __eou__  __eout__  okay i am checking that __eoa__  __eoat__  hi i have a meeting coming up can you remind me __eou__  this is my _date_ few mins to haptik dont i get the lost all what i want to do or have asked you to or doni have to scroll chat all the time as i have many remiers __eou__  reminders __eou__  list __eou__  do	_image_ __eoa__  _image_
_emoticon_ __eou__  __eout__  _api_todo_set_ __eoa__  let me know if you need any further assistance have a nice day __eoa__  _ask_feedback_ __eoa__  __eoat__  see then such typos happen __eou__  __eout__  may i know which phone are you using __eoa__  __eoat__  samsung s3 __eou__  __eout__  okay i am checking that __eoa__  __eoat__  hi i have a meeting coming up can you remind me __eou__  this is my _date_ few mins to haptik dont i get the lost all what i want to do or have asked you to or doni have to scroll chat all the time as i have many remiers __eou__  reminders __eou__  list __eou__  do	_image_ __eoa__  _image_
hi i want to set a reminder to drink water __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me	sure _name_ i will wake you up i just need a few details __eoa__  _chatform_33_
hi i want to set a reminder to drink water __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _chatform_33_ __eoa__  __eoat__  hi i want to set a reminder to drink water __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you send me regular reminders to drink water	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
hey can you set a wake up alarm for me	sure _name_ i will wake you up i just need a few details __eoa__  _chatform_33_
hey can you set a reminder for me to call someone	sure _name_ i just need a few details to get this done __eoa__  _chatform_59_
hey can you set a reminder for me to call someone __eou__  __eout__  sure _name_ i just need a few details to get this done __eoa__  _chatform_59_ __eoa__  __eoat__  hi could you remind me to take my medicines	_chatform_140_ __eoa__  sure _name_ i will wake you up i just need a few details __eoa__  _chatform_33_
hey can you set a reminder for me to call someone __eou__  __eout__  sure _name_ i just need a few details to get this done __eoa__  _chatform_59_ __eoa__  __eoat__  hi could you remind me to take my medicines __eou__  __eout__  _chatform_140_ __eoa__  sure _name_ i will wake you up i just need a few details __eoa__  _chatform_33_ __eoa__  __eoat__  hey can you send me regular reminders to drink water	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
hey can you remind me to wish someone on their birthday	sure _name_ i just need a few details __eoa__  _chatform_38_
hey can you remind me to wish someone on their birthday __eou__  __eout__  sure _name_ i just need a few details __eoa__  _chatform_38_ __eoa__  __eoat__  wish birthday date date name name time time	_reminder_interim_ __eoa__  _api_call_remind_birthday_ __eoa__  _ask_feedback_ __eoa__  sure _name_ i just need a few details __eoa__  _chatform_38_
_blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me	sure _name_ i will wake you up i just need a few details __eoa__  _chatform_33_
hey can you send me regular reminders to drink water	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
hey can you send me regular reminders to drink water __eou__  __eout__  sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_ __eoa__  __eoat__  reminder to drink water frequency of reminders frequency_of_reminders	_reminder_interim_ __eoa__  _api_call_remind_water_ __eoa__  _name_ i just need a few details to set this reminder for you __eoa__  _chatform_34_
hey can you send me regular reminders to drink water __eou__  __eout__  sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_ __eoa__  __eoat__  reminder to drink water frequency of reminders frequency_of_reminders __eou__  __eout__  _reminder_interim_ __eoa__  _api_call_remind_water_ __eoa__  _name_ i just need a few details to set this reminder for you __eoa__  _chatform_34_ __eoa__  __eoat__  _emoticon_	_blank_
hey can you send me regular reminders to drink water __eou__  __eout__  sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_ __eoa__  __eoat__  reminder to drink water frequency of reminders frequency_of_reminders __eou__  __eout__  _reminder_interim_ __eoa__  _api_call_remind_water_ __eoa__  _name_ i just need a few details to set this reminder for you __eoa__  _chatform_34_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  set a reminder date date time time	_reminder_interim_ __eoa__  oops looks like that reminder is already set
_reminder_interim_ __eoa__  _api_call_remind_water_ __eoa__  _name_ i just need a few details to set this reminder for you __eoa__  _chatform_34_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  set a reminder date date time time __eou__  __eout__  _reminder_interim_ __eoa__  oops looks like that reminder is already set __eoa__  __eoat__  no problem __eou__  __eout__  would you like to set drink water reminder every day __eoa__  it looks like you already have a reminder set at this time im setting your reminder for _time_ instead __eoa__  __eoat__  yes __eou__  __eout__  alright your reminder is set for _time_ on mon _date_ have a great day ahead __eoa__  __eoat__  okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message	_blank_
_chatform_34_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  set a reminder date date time time __eou__  __eout__  _reminder_interim_ __eoa__  oops looks like that reminder is already set __eoa__  __eoat__  no problem __eou__  __eout__  would you like to set drink water reminder every day __eoa__  it looks like you already have a reminder set at this time im setting your reminder for _time_ instead __eoa__  __eoat__  yes __eou__  __eout__  alright your reminder is set for _time_ on mon _date_ have a great day ahead __eoa__  __eoat__  okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_	_blank_
set a reminder date date time time __eou__  __eout__  _reminder_interim_ __eoa__  oops looks like that reminder is already set __eoa__  __eoat__  no problem __eou__  __eout__  would you like to set drink water reminder every day __eoa__  it looks like you already have a reminder set at this time im setting your reminder for _time_ instead __eoa__  __eoat__  yes __eou__  __eout__  alright your reminder is set for _time_ on mon _date_ have a great day ahead __eoa__  __eoat__  okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_	_blank_
_reminder_interim_ __eoa__  oops looks like that reminder is already set __eoa__  __eoat__  no problem __eou__  __eout__  would you like to set drink water reminder every day __eoa__  it looks like you already have a reminder set at this time im setting your reminder for _time_ instead __eoa__  __eoat__  yes __eou__  __eout__  alright your reminder is set for _time_ on mon _date_ have a great day ahead __eoa__  __eoat__  okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_	_blank_
no problem __eou__  __eout__  would you like to set drink water reminder every day __eoa__  it looks like you already have a reminder set at this time im setting your reminder for _time_ instead __eoa__  __eoat__  yes __eou__  __eout__  alright your reminder is set for _time_ on mon _date_ have a great day ahead __eoa__  __eoat__  okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_	_blank_
would you like to set drink water reminder every day __eoa__  it looks like you already have a reminder set at this time im setting your reminder for _time_ instead __eoa__  __eoat__  yes __eou__  __eout__  alright your reminder is set for _time_ on mon _date_ have a great day ahead __eoa__  __eoat__  okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_	_blank_
it looks like you already have a reminder set at this time im setting your reminder for _time_ instead __eoa__  __eoat__  yes __eou__  __eout__  alright your reminder is set for _time_ on mon _date_ have a great day ahead __eoa__  __eoat__  okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_	_blank_
yes __eou__  __eout__  alright your reminder is set for _time_ on mon _date_ have a great day ahead __eoa__  __eoat__  okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_	_blank_
alright your reminder is set for _time_ on mon _date_ have a great day ahead __eoa__  __eoat__  okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_	_blank_
okay __eou__  thank you __eou__  __eout__  you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_	_blank_
you are most welcome __eoa__  __eoat__  dont call me only message __eou__  __eout__  you will receive a message for drink water __eoa__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_	_blank_
_emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_	sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _chatform_33_
_blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
_emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  _reminder_notification_ __eoa__  __eoat__  _emoticon_ __eou__  __eout__  _blank_ __eoa__  __eoat__  hey can you set a wake up alarm for me __eou__  hi i want to set a reminder to drink water __eou__  _emoticon_ __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _blank_ __eoa__  _blank_ __eoa__  _chatform_33_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
hey can you set a wake up alarm for me	sure _name_ i will wake you up i just need a few details __eoa__  _chatform_33_
hey can you set a wake up alarm for me __eou__  __eout__  sure _name_ i will wake you up i just need a few details __eoa__  _chatform_33_ __eoa__  __eoat__  _time_	for sure _name_ would you like me to wake you up _date_ or on some other date
sure _name_ i will wake you up i just need a few details __eoa__  _chatform_33_ __eoa__  __eoat__  _time_ __eou__  __eout__  for sure _name_ would you like me to wake you up _date_ or on some other date __eoa__  __eoat__  same day __eou__  __eout__  youre all set ill make sure youre up at _time_ on mon _date_ __eoa__  __eoat__  need to talk to amit dalvi tarkeshwar and shahrukh post then __eou__  __eout__  please help me with the date also what time of the day would this be __eoa__  __eoat__  then ask me to take a appointment with mr _name_ jain for meeting in afternoon __eou__  all _date_ __eou__  _time_ __eou__  __eout__  done i have set reminder for you __eoa__  _reminder_notification_ __eoa__  __eoat__  wake me at _time_ _date_ __eou__  _emoticon_	_reminder_interim_ __eoa__  got it ill call you at _time_ on mon _date_ and make sure youre up __eoa__  sure _name_ i just need a few details to get this done __eoa__  _chatform_59_
need to talk to amit dalvi tarkeshwar and shahrukh post then __eou__  __eout__  please help me with the date also what time of the day would this be __eoa__  __eoat__  then ask me to take a appointment with mr _name_ jain for meeting in afternoon __eou__  all _date_ __eou__  _time_ __eou__  __eout__  done i have set reminder for you __eoa__  _reminder_notification_ __eoa__  __eoat__  wake me at _time_ _date_ __eou__  _emoticon_ __eou__  __eout__  _reminder_interim_ __eoa__  got it ill call you at _time_ on mon _date_ and make sure youre up __eoa__  happy to assist you have an awesome day ahead __eoa__  sure _name_ i just need a few details to get this done __eoa__  _chatform_59_ __eoa__  __eoat__  wife on _time_ _date_ ghar arshita ghare	_reminder_interim_
please help me with the date also what time of the day would this be __eoa__  __eoat__  then ask me to take a appointment with mr _name_ jain for meeting in afternoon __eou__  all _date_ __eou__  _time_ __eou__  __eout__  done i have set reminder for you __eoa__  _reminder_notification_ __eoa__  __eoat__  wake me at _time_ _date_ __eou__  _emoticon_ __eou__  __eout__  _reminder_interim_ __eoa__  got it ill call you at _time_ on mon _date_ and make sure youre up __eoa__  happy to assist you have an awesome day ahead __eoa__  sure _name_ i just need a few details to get this done __eoa__  _chatform_59_ __eoa__  __eoat__  wife on _time_ _date_ ghar arshita ghare __eou__  __eout__  _reminder_interim_ __eoa__  __eoat__  _emoticon_	_blank_ __eoa__  great ill call and remind you about this at _time_ on mon _date_
sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_ __eoa__  __eoat__  hi i want to set a reminder to drink water __eou__  __eout__  _blank_ __eoa__  __eoat__  _33_	sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_
sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_ __eoa__  __eoat__  hi i want to set a reminder to drink water __eou__  __eout__  _blank_ __eoa__  __eoat__  _33_ __eou__  __eout__  sure _name_ i just need to know how frequently i should remind you __eoa__  _chatform_65_ __eoa__  __eoat__  _emoticon_	_blank_
hi i have a meeting coming up can you remind me	definitely _name_ i just need a few details __eoa__  _chatform_56_
hi i have a meeting coming up can you remind me __eou__  __eout__  definitely _name_ i just need a few details __eoa__  _chatform_56_ __eoa__  __eoat__  date date venue venue meeting with meeting_with time time	_reminder_interim_ __eoa__  done and done youll get a call at _time_ on mon _date_ __eoa__  welcome
hi i have a meeting coming up can you remind me __eou__  __eout__  definitely _name_ i just need a few details __eoa__  _chatform_56_ __eoa__  __eoat__  date date venue venue meeting with meeting_with time time __eou__  __eout__  _reminder_interim_ __eoa__  done and done youll get a call at _time_ on mon _date_ __eoa__  welcome __eoa__  __eoat__  hey delete that reminder	hi _name_ what can i do for you
remind me to send printed copy of shareholder agreement and share purchase agreement to auditors	_name_ i just need a few details to set this reminder for you __eoa__  _chatform_34_
